Disease,Description,Diet,Medication,Precaution_1,Precaution_2,Precaution_3,Precaution_4
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,No specific precaution
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,No specific precaution
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,No specific precaution
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,No specific precaution
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,No specific precaution
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,No specific precaution
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,No specific precaution
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,No specific precaution
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,No specific precaution
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,No specific precaution
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage
