Disease,Description,Diet,Medication,Unnamed: 0_x,Precaution_1,Precaution_2,Precaution_3,Precaution_4,Unnamed: 0.1,Unnamed: 0_y,workout
Tuberculosis,Tuberculosis is a bacterial infection that primarily affects the lungs.,"['TB Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",40,cover mouth,consult doctor,medication,rest,254,254,Include zinc-rich foods
Tuberculosis,Tuberculosis is a bacterial infection that primarily affects the lungs.,"['TB Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",40,cover mouth,consult doctor,medication,rest,255,255,Limit sugary foods and beverages
Tuberculosis,Tuberculosis is a bacterial infection that primarily affects the lungs.,"['TB Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",40,cover mouth,consult doctor,medication,rest,256,256,Consult a healthcare professional
Tuberculosis,Tuberculosis is a bacterial infection that primarily affects the lungs.,"['TB Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",40,cover mouth,consult doctor,medication,rest,257,257,Rest and conserve energy
Tuberculosis,Tuberculosis is a bacterial infection that primarily affects the lungs.,"['TB Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",40,cover mouth,consult doctor,medication,rest,258,258,Gradually resume normal diet
Tuberculosis,Tuberculosis is a bacterial infection that primarily affects the lungs.,"['TB Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",40,cover mouth,consult doctor,medication,rest,259,259,Follow medical recommendations
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",17,drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,260,260,Stay hydrated
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",17,drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,261,261,Include nutrient-rich foods
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",17,drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,262,262,Consume foods rich in vitamin C and antioxidants
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",17,drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,263,263,Include zinc-rich foods
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",17,drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,264,264,Limit sugary foods and beverages
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",17,drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,265,265,Consume chicken soup
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",17,drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,266,266,Consult a healthcare professional
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",17,drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,267,267,Rest and conserve energy
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",17,drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,268,268,Gradually resume normal diet
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,"['Cold Diet', 'Hydration', 'Warm fluids', 'Rest', 'Honey and lemon tea']","['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",17,drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,269,269,Follow medical recommendations
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",37,consult doctor,medication,rest,follow up,270,270,Stay hydrated
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",37,consult doctor,medication,rest,follow up,271,271,Include nutrient-rich foods
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",37,consult doctor,medication,rest,follow up,272,272,Consume foods rich in vitamin C and antioxidants
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",37,consult doctor,medication,rest,follow up,273,273,Include zinc-rich foods
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",37,consult doctor,medication,rest,follow up,274,274,Limit sugary foods and beverages
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",37,consult doctor,medication,rest,follow up,275,275,Consume chicken soup
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",37,consult doctor,medication,rest,follow up,276,276,Consult a healthcare professional
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",37,consult doctor,medication,rest,follow up,277,277,Rest and conserve energy
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",37,consult doctor,medication,rest,follow up,278,278,Gradually resume normal diet
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,"['Pneumonia Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",37,consult doctor,medication,rest,follow up,279,279,Follow medical recommendations
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",16,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,280,280,Consume high-fiber foods
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",16,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,281,281,Stay hydrated
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",16,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,282,282,Include nutrient-rich foods
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",16,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,283,283,Consume foods rich in flavonoids
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",16,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,284,284,Limit processed foods
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",16,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,285,285,Avoid spicy and greasy foods
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",16,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,286,286,Consult a healthcare professional
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",16,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,287,287,Practice good hygiene
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",16,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,288,288,Gradually resume normal diet
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,"['Hemorrhoids Diet', 'High-Fiber Diet', 'Hydration', 'Warm baths', 'Stool softeners']","['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",16,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,289,289,Follow medical recommendations
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",36,call ambulance,chew or swallow asprin,keep calm,,290,290,Follow a heart-healthy diet
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",36,call ambulance,chew or swallow asprin,keep calm,,291,291,Limit sodium intake
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",36,call ambulance,chew or swallow asprin,keep calm,,292,292,Include fiber-rich foods
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",36,call ambulance,chew or swallow asprin,keep calm,,293,293,Consume healthy fats
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",36,call ambulance,chew or swallow asprin,keep calm,,294,294,Include lean proteins
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",36,call ambulance,chew or swallow asprin,keep calm,,295,295,Limit sugary foods and beverages
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",36,call ambulance,chew or swallow asprin,keep calm,,296,296,Stay hydrated
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",36,call ambulance,chew or swallow asprin,keep calm,,297,297,Consult a healthcare professional
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",36,call ambulance,chew or swallow asprin,keep calm,,298,298,Follow medical recommendations
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,"['Heart-Healthy Diet', 'Low-sodium foods', 'Fruits and vegetables', 'Whole grains', 'Lean proteins']","['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",36,call ambulance,chew or swallow asprin,keep calm,,299,299,Engage in regular exercise
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",22,lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,300,300,Consume a high-fiber diet
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",22,lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,301,301,Stay hydrated
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",22,lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,302,302,Include nutrient-rich foods
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",22,lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,303,303,Consume foods rich in antioxidants
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",22,lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,304,304,Limit sodium intake
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",22,lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,305,305,Include flavonoid-rich foods
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",22,lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,306,306,Avoid standing or sitting for long periods
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",22,lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,307,307,Consult a healthcare professional
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",22,lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,308,308,Follow medical recommendations
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.","['Varicose Veins Diet', 'High-Fiber Diet', 'Fruits and vegetables', 'Whole grains', 'Low-sodium foods']","['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",22,lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,309,309,Engage in regular exercise
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",3,reduce stress,exercise,eat healthy,get proper sleep,310,310,Include iodine-rich foods
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",3,reduce stress,exercise,eat healthy,get proper sleep,311,311,Consume selenium-rich foods
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",3,reduce stress,exercise,eat healthy,get proper sleep,312,312,Stay hydrated
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",3,reduce stress,exercise,eat healthy,get proper sleep,313,313,Include nutrient-rich foods
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",3,reduce stress,exercise,eat healthy,get proper sleep,314,314,Limit processed foods
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",3,reduce stress,exercise,eat healthy,get proper sleep,315,315,Consume foods rich in vitamins B and D
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",3,reduce stress,exercise,eat healthy,get proper sleep,316,316,Consult a healthcare professional
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",3,reduce stress,exercise,eat healthy,get proper sleep,317,317,Follow medical recommendations
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",3,reduce stress,exercise,eat healthy,get proper sleep,318,318,Maintain a stable weight
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,"['Hypothyroidism Diet', 'Iodine-rich foods', 'Selenium-rich foods', 'Fruits and vegetables', 'Whole grains']","['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",3,reduce stress,exercise,eat healthy,get proper sleep,319,319,Engage in regular exercise
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",20,eat healthy,massage,use lemon balm,take radioactive iodine treatment,320,320,Limit iodine intake
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",20,eat healthy,massage,use lemon balm,take radioactive iodine treatment,321,321,Consume cruciferous vegetables in moderation
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",20,eat healthy,massage,use lemon balm,take radioactive iodine treatment,322,322,Stay hydrated
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",20,eat healthy,massage,use lemon balm,take radioactive iodine treatment,323,323,Include nutrient-rich foods
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",20,eat healthy,massage,use lemon balm,take radioactive iodine treatment,324,324,Limit caffeine and alcohol
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",20,eat healthy,massage,use lemon balm,take radioactive iodine treatment,325,325,Include omega-3 fatty acids
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",20,eat healthy,massage,use lemon balm,take radioactive iodine treatment,326,326,Consult a healthcare professional
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",20,eat healthy,massage,use lemon balm,take radioactive iodine treatment,327,327,Follow medical recommendations
